Rank,Principal,Points,Cloth,Wood,Glass,Metal,Circuit,Dfinity
118,ob3e2-7ogth-pzaoj-su7if-ul5m2-7dnxb-b4iis-44dad-tcjhf-ec24u-6ae,0,0,0,0,0,0,0
118,7xwjg-7jpff-ew23c-k5hyg-lkp5l-6fqt4-t35ua-76up2-ofgip-xyyad-jae,0,0,0,0,0,0,0
118,6fatk-7pbw5-dd2w4-o23iq-x323p-5hsro-46tzz-fa2zd-3erdi-4rhit-dae,0,0,0,0,0,0,0
118,ij55o-7l7v2-mvbjs-fhf3h-6xt5o-uc74z-6ik2o-xgurj-rnvca-odcmv-aae,0,1,0,0,0,0,0
118,3lfx6-7mgyr-glvhd-t3etd-l3ngk-zuys3-o5e22-ksjzx-yanof-lwsok-qae,0,0,0,0,0,0,0
118,dx6gb-7ksyn-tawid-s2phg-3wns3-pxzft-beqxx-pk6gu-q6o7b-cdwlp-yae,0,0,0,0,0,0,0
118,r7gjb-7mlev-rbaqr-di4ri-4sm2e-uigkn-lvqtx-ox6xd-36m32-z37l4-qae,0,0,0,0,0,0,0
118,6uwdj-7kldp-urdel-hld5j-5tvlu-de2oc-bjy2j-wyawu-3dsnp-lui2a-zqe,0,0,0,0,0,0,0
118,yxebj-7invg-yqrsv-tb67j-uk43e-sqhqh-wxq3p-pmyoo-n6udg-3ujbr-vae,0,0,0,0,0,0,0
118,wtdtr-7ki6u-hptc2-57m77-5tqsx-7yjjr-dd7n7-xzfzr-w4n32-h243v-fae,0,2,0,0,0,0,0
118,fytin-7k4jj-aha3e-losrc-jsuhl-3lp4g-4abe6-lwxgg-luhqs-jkzdr-zae,0,0,0,0,0,0,0
118,uvaw5-7kr6q-rymh3-gx5oy-gil4a-cyniw-nwdat-ewqyg-46zpy-srmwy-tqe,0,0,0,0,0,0,0
118,nxkrf-7jnj4-y3qa3-iqlbf-ekl6a-qwv7v-tijwc-gh7id-5xxmz-lltry-rqe,0,0,0,0,0,0,0
118,doyrn-7p5wq-i4urg-buunw-3v6xf-aoj46-yqyuq-in25w-5yiwy-ffn3w-3qe,0,0,0,0,0,0,0
118,izvlv-7mzxl-vmuod-sp6eg-m55go-c6ayu-sq5ba-maff7-h5ddp-kdnin-yae,0,0,0,0,0,0,0
118,unl2l-7lid3-e2vel-5zzso-aqfiv-345ep-uqdo4-yyyzb-mdxls-mwxk6-eqe,0,1,0,0,0,0,0
118,hgxm3-7lsaz-x7ne7-d5sgm-3qdtu-clgsu-x4cvd-4vqgp-wtffn-edlfr-kae,0,1,0,0,0,0,0
118,cnn7l-7klbu-dq7y7-tryt3-4izz5-6hxz5-4kdl5-w3jbl-5bz3i-7qpwg-tae,0,0,0,0,0,0,0
118,7bb53-7miku-muz4d-y3xyt-mr54h-6udzx-bwepd-g67sy-57oyp-z4w52-dae,0,1,0,0,0,0,0
118,u64b3-7ijza-eek6e-kh64v-glzqb-uhgtq-fsv3j-at3yg-owov7-mres3-3ae,0,0,0,0,0,0,0
118,5m6v3-7lfbh-vxne6-2xc4g-76erq-54gjd-bz7zz-i5x2e-4g7zn-gjlyc-gae,0,1,0,0,0,0,0
118,lnymh-7kgut-mgi32-ilvf3-7tfbw-hzcdl-skugf-babmy-4httr-amq2d-gae,0,0,0,0,0,0,0
118,3zyqh-7pbqv-xcguz-gglvh-f7xks-iax7j-rz56n-sflvw-ph6sn-eq6y4-7qe,0,0,0,0,0,0,0
118,lg4ih-7o4ew-o4n64-wmroj-xvgan-k4jug-yycnf-kgigc-4rjmk-76dh7-iqe,0,0,0,0,0,0,0
118,orq57-7pljk-nuhb7-wyu5f-awqcw-udq4k-dgd2u-pce3o-ugonm-r6yr2-aqe,0,0,0,0,0,0,0
118,mqooe-a6vje-kgcnt-ljg6b-wcx4g-i7ua5-fwwky-rtdwj-xbpsh-nl5c5-pqe,0,0,0,0,0,0,0
118,bmnyu-az35u-2ajgp-ohmpm-imcag-gkgve-a6bhr-ekvqo-7aqbl-aky3j-fae,0,0,0,0,0,0,0
118,ctcgy-aywrq-adr2o-f5sup-q6qdz-y6xgy-3sqoq-3vf6p-gkiin-4wi5f-5ae,0,0,0,0,0,0,0
118,blhg4-a4sq6-oohj3-iqelo-jxaht-2veua-clh6t-3c3dq-tktnw-zx7xx-gae,0,0,0,0,0,0,0
118,a4yha-a6fk7-ktzk6-eydx5-4q4rf-yub5r-75a2w-c7aak-gzbqg-dpc6l-bae,0,0,0,0,0,0,0
118,6kj3m-a6zhz-c5dny-r6frk-bpdwp-twstt-hrfoc-timpz-ek4g4-vewe2-nqe,0,0,0,0,0,0,0
118,ny5tq-a3ypk-e2chi-iplme-afr65-czcfq-3nri7-ojzci-lri6g-7orig-gae,0,1,0,0,0,0,0
118,ou63u-a7it5-whexh-dv4nb-d3abo-23af6-2imas-ox6l7-yisnz-oqbdg-wqe,0,2,0,0,0,0,0
118,tpgic-ayl5v-mtysi-lbnt3-esq3w-66bsw-6wcd7-cqdpt-w7m4l-pcaje-5qe,0,2,0,0,0,0,0
118,bmkck-a2h7w-gyzw6-tfdvj-6nq3m-ykgsq-vejqx-hoei2-cskzl-zn57n-4ae,0,0,0,0,0,0,0
118,r3bm2-a6wsw-zzp3p-yuzzd-si5z3-togwf-mz7ln-rxbhd-cknri-rwyx5-3qe,0,0,0,0,0,0,0
118,dgzq2-a4xev-spk5j-unjai-6u6qs-l6qb7-osekt-xmapw-krawc-7qwx2-lae,0,1,0,0,0,0,0
118,f3ctc-azyms-7h5gv-iqbzm-v7grv-eew22-ylfau-x6fvi-kwwbx-4ign7-gqe,0,0,0,0,0,0,0
118,3k5ds-a2yty-u2daa-ofe4h-tqiaj-63egw-om7s7-6kni5-m5436-dqmmd-rae,0,0,0,0,0,0,0
118,4jxag-azbaj-zjapo-b7ybj-5y7lv-fozkw-ildbp-rtv3t-a3wei-4ho32-nae,0,1,0,0,0,0,0
118,mmdmg-a6qx6-pmmc2-pd4zr-ujcbh-5k5rl-6n34g-2mcxq-6jpb4-uwcfn-mqe,0,0,0,0,0,0,0
118,4bx6w-a5jye-kzzgk-siznt-64x3v-wtj73-wi5co-qeeyk-7pgxj-pbubc-nqe,0,0,0,0,0,0,0
118,72se6-a6qo7-felwh-nwrae-5w6wg-ulgs3-jk6y4-tzhgh-u2pmu-3yyup-lae,0,2,0,0,0,0,0
118,rpddo-a6lll-xmahn-wky62-zlvhz-kvwxb-qvazf-ovdw2-s47ye-ewnmp-gqe,0,1,0,0,0,0,0
118,7ymyb-a5oqa-bduj7-ywb6p-ezgex-j2ded-uxl45-mwkgt-luzo3-clyah-oqe,0,0,0,0,0,0,0
118,fnuyr-a22ts-wez54-zqz4m-jgaqp-pg6e4-6wmcd-tbeta-j5mqo-i4u6f-fae,0,0,0,0,0,0,0
118,swg6r-a6v76-fefvn-czbjz-7uv4a-fg7y6-fwiuu-2dp5q-5owik-igk6x-gqe,0,0,0,0,0,0,0
118,hbl4r-a52nq-jgdjo-mfapf-hu3mv-nz7yq-uvu5z-eob6n-hbzyo-h42fu-rqe,0,0,0,0,0,0,0
118,4qn5b-a57vb-fyzbu-6sft5-w5nnl-boxrx-p4zf3-xrtte-2icl6-efs64-rqe,0,1,0,0,0,0,0
118,hrcxb-a5znv-he4hj-rsxcj-nqshi-eggfd-gui5h-jdxgw-7vqhk-zcoxe-vqe,0,0,0,0,0,0,0
118,gqhfj-a3iek-r2adu-fpegb-eeeul-btb5w-t6ejb-7d4iy-cclqk-g5q3k-hqe,0,0,0,0,0,0,0
118,wscef-a3fjn-chhei-v65da-2lwr5-iozd2-wktax-wxhuz-gxey6-x6wtz-eqe,0,0,0,0,0,0,0
118,bbmkf-a2qbp-336lt-cpkaj-ngeiv-akxxb-h2vtd-pknh3-hnbvf-2rdmm-qqe,0,0,0,0,0,0,0
118,o3t7f-aykmg-jwa7o-47k5k-4ffvb-4dmkm-wfn6i-igmqm-at3wc-mg7zf-iae,0,0,0,0,0,0,0
118,biitv-a65gu-ekzlb-vqym3-eseoy-iaoyf-5ealv-cfmj6-oonbg-vuh4q-3ae,0,0,0,0,0,0,0
118,uos4d-a5epi-bhzs2-hgkgl-ikmh6-ghh7x-32oc3-dognl-vja42-6hr3e-rae,0,0,0,0,0,0,0
118,ndd2h-a2pn2-hilvf-oruko-2oj22-6f76h-nbtd4-efct5-g2tqu-2h5th-cqe,0,0,0,0,0,0,0
118,wgpcp-a5i3c-wrfci-j6p2f-x64mv-prc77-l5sml-3x2uc-hqfzx-fjovh-qqe,0,1,0,0,0,0,0
118,wajq3-a6ile-j66x4-7xjks-vu3ds-ivwsn-e47td-2uwll-ngfe6-zdtdk-qqe,0,1,0,0,0,0,0
118,unzi7-a6uud-j6vrw-zbobn-ariak-buh3m-vckku-wrdej-ljnx4-dbqut-wqe,0,0,0,0,0,0,0
118,ogpxd-a2fwj-n4vrx-lnmtg-qywgw-cgmma-4nweo-6wmru-beenh-iewrz-kqe,0,0,0,0,0,0,0
118,weytt-ayxel-imcdi-cnh3w-fbeww-dsfjg-bdgno-i6h6n-4npqk-mkiuv-pae,0,0,0,0,0,0,0
118,67uja-qzwjp-a5mpf-eumbl-zsafg-uq74o-wshnj-gwhod-653au-4wdk3-qqe,0,0,0,0,0,0,0
118,cfhjy-q2d62-ixh5j-pxukb-46gb7-xhwa5-5bsl5-cvqum-7nvyw-ckefq-fqe,0,0,0,0,0,0,0
118,rzz4e-qz37v-eiz56-kqguq-vbtqi-xrcje-dhltf-vwjlh-a3lhw-7mafq-2ae,0,0,0,0,0,0,0
118,efgku-q6itl-e3pjl-cqtzf-ptdap-rxnuq-axszh-6egkp-32jhs-6np4d-bqe,0,0,0,0,0,0,0
118,duduu-q2dyh-rbdk3-ym4mh-zooyg-w54tg-blely-2dhef-5yr5r-3vxig-vae,0,0,0,0,0,0,0
118,5w5le-q3d5o-b5ouz-ehtep-zkzft-t4w4x-tpgvw-rbpjj-3v4xs-ap4xl-gae,0,0,0,0,0,0,0
118,auuxe-qztze-tl7pl-p3sg6-ht7zj-q7g3c-3o7ol-c4z63-zm2lp-3agqn-dqe,0,1,0,0,0,0,0
118,vmovu-q5bwc-5ddgy-ejcku-alw4j-76rrg-istf4-5fz2i-5vuyq-qo66v-3ae,0,1,0,0,0,0,0
118,gvzvu-qzlic-jyz56-iyaz6-4go4y-gm5gn-unbp4-75zle-t4qdg-wymww-5qe,0,1,0,0,0,0,0
118,4txim-qzhgo-r5wrl-sv7cq-xhlr7-pbc7f-jb2uv-zbsqe-iddsg-gfswb-fae,0,1,0,0,0,0,0
118,mi4qm-q3aqk-jb5zj-5hfmw-fpvr7-iptw6-7zrf2-4uogz-emacl-jsyz3-eae,0,0,0,0,0,0,0
118,h2mq4-q4c4w-njdxo-kb7qs-ibrcj-7lwwo-pacxb-4gtnu-37xnb-mztrd-7qe,0,0,0,0,0,0,0
118,lprrm-q6xj5-oqlcp-khm74-sybow-rlcms-nfckq-pu7w4-anxsh-qozef-fae,0,1,0,0,0,0,0
118,ectxm-qylln-i3hlm-igxvu-shqg4-ysxtl-4s6hq-pt62z-u6i4l-ear73-eae,0,1,0,0,0,0,0
118,v75ug-qzb2f-v33kc-7m5b7-pk7tc-6ngz7-rrdyh-fx667-xrojm-tvnha-zqe,0,0,0,0,0,0,0
118,bbm6g-qyldq-x5x2x-qi4qg-lc3jd-ghha5-k5fd4-26brf-mth2q-mcpzb-hae,0,3,0,0,0,0,0
118,kwgeo-q57pu-6sdcr-pzmxl-3ctwb-b7wge-fcqcx-3zcpv-k3yf7-ub343-7ae,0,0,0,0,0,0,0
118,qgas6-q6kfw-t2qvf-5tmsb-ryg6g-3g6wm-7pezl-zooym-uadny-tnl76-xqe,0,1,0,0,0,0,0
118,jn57k-q6hta-7b6q6-x3mx5-byorx-qvl6c-fgwx6-lwejx-panr5-wpgit-fqe,0,0,0,0,0,0,0
118,uvf5s-q5bzw-glqqw-in63q-pevwv-e6aej-xddjc-3aph3-h5f4t-vcylq-qae,0,0,0,0,0,0,0
118,f6jzw-q7uu3-chh7e-2eqoq-o4ons-mi7vv-ugs3z-p5zdd-qbtn6-uejmv-uae,0,1,0,0,0,0,0
118,fnhp6-q2xjc-sedev-wydf2-wxqd4-grdqo-mxoux-dwkbs-tq7yi-kunbj-yae,0,0,0,0,0,0,0
118,m66qz-q7zsd-xslmm-ldsjj-hsaps-42vx7-onuvu-4mlrv-w2vol-rxg3k-7qe,0,1,0,0,0,0,0
118,qz3tb-q6l4g-mi5o7-2nsz2-psnyk-aav3g-ps7f2-qqdkq-h67zr-nx3nd-6qe,0,1,0,0,0,0,0
118,g237b-q2cug-gerjc-jqmqx-iouj4-hhf4s-debim-f4db4-tr3mt-3mcke-xae,0,0,0,0,0,0,0
118,b5hvj-q2ecq-i63ro-wepyb-4eukm-2fali-zunud-wbjef-ttwky-yzpwq-rae,0,0,0,0,0,0,0
118,ycppr-q7zrm-2235c-d7efj-n66td-47dgk-nytxb-zoaaf-sua5s-merih-fqe,0,2,0,0,0,0,0
118,lcxjz-qy5dc-zxycz-4ku4h-cjz6j-l4vop-a3uho-w6f7g-ntijc-5ljq4-hqe,0,0,0,0,0,0,0
118,3ihwf-qyjx3-ind2v-fhczm-arwwa-d4oxg-pcpwj-5tpzn-7hl7g-ykry4-pqe,0,0,0,0,0,0,0
118,msfmn-q5sml-73fmn-fpdd7-yskht-sooju-cngmg-z2pl2-ggbov-dyil3-fqe,0,0,0,0,0,0,0
118,dnpcv-qzeeo-qfr7b-zi4kb-kuj6e-37gw2-ckztf-s6c75-4656u-z6x3a-6qe,0,2,0,0,0,0,0
118,5axuv-q5dvx-36ovp-wu75r-os6vd-kqmbi-hymis-mdfcr-rhmgb-vsrdx-iqe,0,0,0,0,0,0,0
118,nt3df-q5zwx-x6b3m-dpzjl-j25j5-3ltg7-rwvzn-4ivbo-ze2xp-xe7tx-rqe,0,0,0,0,0,0,0
118,bwz5f-q3rit-zqdef-f3p5n-ev7p2-jd7mm-pzqbh-4wezy-dg7uf-3caud-pqe,0,1,0,0,0,0,0
118,no6xv-qyu6y-5zsrf-xlk5j-b4djk-goqga-vfou2-2fwmq-wm6ur-tyq2e-cqe,0,1,0,0,0,0,0
118,zqpv5-qz46j-owklr-5xiwc-mwrn6-4nvfl-mbnr4-6hr63-uqazo-rftse-hae,0,1,0,0,0,0,0
118,2jacd-qyuof-7bvtm-gsldt-luah4-dfx4v-ji5c3-n7cbg-zv3yq-habcn-eqe,0,0,0,0,0,0,0
118,bifkd-q563e-bxyg4-raw5y-vd2ri-c52d3-li6ma-hqcli-54mgt-jokdm-uqe,0,0,0,0,0,0,0
118,fp6ol-qy2r2-kiknt-phpaj-42eyw-n2vkt-xxjf6-u2tzf-ocyfk-sx4ih-gae,0,1,0,0,0,0,0
118,7zlmt-q54kr-fxvok-tn5um-pbun2-p6c4t-uu5ut-zttes-gwawx-y7t6d-5ae,0,0,0,0,0,0,0
118,63snt-qzy6m-okfua-acs4m-wy4ff-khhxq-qkkaw-l67er-g7sos-xaxr4-eqe,0,0,0,0,0,0,0
118,7tvch-q24ud-wcuzz-ucfah-rhdeu-h4qtd-mdr6o-yorrk-resmw-yjq3c-yqe,0,0,0,0,0,0,0
118,vl7mp-q6ji3-7csut-mswwd-5vvyu-duzcw-aycfb-ejt2k-sskvt-tvs2w-fae,0,0,0,0,0,0,0
118,z4nwx-qzc3p-kewlu-2gp2b-ife6n-x22jv-c5dv6-jblda-wk7sa-7z5jp-uqe,0,0,0,0,0,0,0
118,spwc7-q4uzr-gmvuh-u2nft-wpbet-sd2ba-ix4ug-xple6-qypki-ed2js-dqe,0,1,0,0,0,0,0
118,5pblh-q4jq2-y55fi-4x7dp-fkfyr-pe5ou-3odhh-ta4uc-epzgl-mismc-jae,0,0,0,0,0,0,0
118,3ecf7-q25qz-wmvyt-3d4lg-6zahl-qwxfv-rn35v-hetdo-s4jst-vj5uy-xqe,0,1,0,0,0,0,0
118,iwgd7-q7ivs-6xjlk-3ffml-qaskb-aaxo4-a7zhv-2bp7j-vf22m-wg7cn-6ae,0,0,0,0,0,0,0
118,gkz2i-i2kyk-2ph7h-ngyca-dbjrx-uqpac-7rgfc-ln4wg-adwkf-pmduu-7qe,0,1,0,0,0,0,0
118,dp32y-i6jv5-igizy-2hmou-boei3-36bse-nepxd-vp2eo-rprgm-qrj5l-xae,0,0,0,0,0,0,0
118,u3gna-i4een-46bja-fwdrw-v7zpu-waxz3-iyfbk-ybu25-mkir2-rljrh-jae,0,0,0,0,0,0,0
118,6ekhi-izfsh-hqxq5-6afbh-5o7ad-h3lq3-7ip2l-iotvk-sogki-ahons-sae,0,0,0,0,0,0,0
118,nxjbi-iystl-42q7c-3ws2q-7fk7k-rctu4-ehsdv-7sa5q-23xw3-flnjj-lqe,0,0,0,0,0,0,0
118,bda3i-izmcu-65vjv-rwnk4-a3xuo-237o5-mrjkk-xkuqq-272ta-qutc4-xae,0,0,0,0,0,0,0
118,2fcme-i5ggc-xtqzx-rnn6h-ul6a2-xwv3e-6fhou-iocdb-67daf-xudyn-jqe,0,0,0,0,0,0,0
118,lceyu-i6vgm-askic-k7xrv-6jh4q-yti5g-rte5o-ja6tl-deyio-53af4-jae,0,0,0,0,0,0,0
118,kejfe-i4n7n-hmaqi-kjtpf-6kfmt-dzfyp-ah7f2-u34zi-qdyrf-afmfb-qqe,0,1,0,0,0,0,0
118,isfam-izjpg-zraps-fmfuc-6ja3k-4w2dy-kvx2s-suokh-w3hoy-jwxa3-wae,0,0,0,0,0,0,0
118,vqck4-iya7r-fiqp3-lpnih-difme-4d4tv-s2oyt-7vzgr-sof3e-emhzk-7ae,0,0,0,0,0,0,0
118,2jtc4-iy2ao-og7zv-obduz-tl7db-l4m5m-srqg5-ayrjl-gkudv-syvqt-oae,0,2,0,0,0,0,0
118,75llm-i3qqe-5k3jd-q3c7x-57lb6-4cmqo-gsai7-qsd7o-nwpbd-plc7q-tae,0,0,0,0,0,0,0
118,5orxm-i6eui-ek4qv-dxgb5-uggid-4af4y-ayy4d-gbx5d-wdcgg-5oh45-oqe,0,1,0,0,0,0,0
118,mkmp4-i23sr-v4qgh-tlcqb-hkwg4-j7rzm-smtnj-z5h2m-qba4s-j4vvo-xae,0,1,0,0,0,0,0
118,7anz4-i5p7s-afxlp-zri4q-i4e7e-5rd66-dwzgm-hy7ds-krw2g-knjil-cqe,0,1,0,0,0,0,0
118,6ag6c-iz2ap-k32ux-hvvwe-vxhzp-igkcc-iwxgj-cjp2d-rv7pm-srkik-uqe,0,0,0,0,0,0,0
118,di6ss-iyqqs-grxcb-bz736-dl5xt-x3ep5-guv5y-wekcy-z4vz6-z3p6r-2qe,0,1,0,0,0,0,0
118,3xn2s-i4ea2-lk5fk-ehlqx-7uxud-if5qy-stges-k3dsp-n2dep-4g47x-zqe,0,0,0,0,0,0,0
118,hqiw2-iyviy-oikhl-b7wq6-bjur6-astrw-iaxku-uzuyg-isfa5-i6p64-dae,0,0,0,0,0,0,0
118,6dzvc-i5vgl-q5zuj-2zymh-sphfk-2rm46-jhubr-qj4mk-sxox2-ryzme-pqe,0,2,0,0,0,0,0
118,3ze3k-i7yqx-xw5lh-auowi-66czk-u22tj-h4uaz-oh3kg-pnjxz-zau47-jae,0,1,0,0,0,0,0
118,ia2xk-i7cg6-px3ll-ys4p4-xi65c-lehuv-crrz7-rimpe-5kbhe-a4w6a-cae,0,2,0,0,0,0,0
118,x35t2-i3gsj-icjuz-aakfr-4rw5t-5oami-fc3pw-gusgb-d5q6l-amoiq-fae,0,0,0,0,0,0,0
118,jvli6-iyb3z-p6atv-zw3jn-obsqt-zwsak-ulfjn-a2zqp-3pgge-pidek-5ae,0,0,0,0,0,0,0
118,pt3m6-i46c4-puhxz-s6l35-j4cix-hls33-qf2y5-olk2l-gqvrt-rjrza-5qe,0,1,0,0,0,0,0
118,co65g-i24if-wog2x-ykosa-e5dt3-tkkvm-q7vvd-ugavj-ltqgi-2bbhq-aae,0,0,0,0,0,0,0
118,pepjw-i73uc-4t4yb-2ltgm-os3ti-xjuau-eprz5-lgcan-b6kf2-weoz2-dae,0,0,0,0,0,0,0
118,f2oz6-i3cf2-cvbe2-xfmxb-r3br2-4e7ax-ftvc2-xivlq-rnnlw-dpjxk-iqe,0,0,0,0,0,0,0
118,5swyb-izyxi-bxrjg-ogzdl-z4ooy-lxv5m-mukk7-olztf-5yvxm-5xzg2-uqe,0,1,0,0,0,0,0
118,kyg6j-izocs-pjf44-np5mo-ulenk-ubnad-e4mui-xyuhc-zfskd-grzze-eqe,0,2,0,0,0,0,0
118,k5gnb-i5d4b-h35om-bjp2b-sehx2-ne4bd-ic4ik-4mv5x-y2ouh-tjmse-5ae,0,0,0,0,0,0,0
118,urktb-i5gt2-fxcvo-6acp5-ggckj-bj6nr-hhs3m-lyjvy-mcgmn-zlhrh-dae,0,0,0,0,0,0,0
118,zovvj-iyaur-5jkor-f5dix-ybv7r-ylijh-uliig-wzinr-o6dkw-bg5s6-pae,0,1,0,0,0,0,0
118,cx7ef-i7dmu-bvhvw-3es3y-nhpde-e22tg-ep53n-b2kpg-gihd4-72kvq-aae,0,0,0,0,0,0,0
118,dwvs5-i7u6p-6cla5-ktp3i-vub7d-35sgb-4pfy5-pa2wz-23ehb-dquya-6qe,0,0,0,0,0,0,0
118,kbyjf-i2duu-ihlvy-jv3sr-m7swn-bessr-hsnkb-eamuf-qu6s4-5qywb-oqe,0,0,0,0,0,0,0
118,7lq5f-i76re-rspim-wgbvo-fpmwo-k5kb4-t5i3y-4zibv-6kosd-ehlff-eae,0,0,0,0,0,0,0
118,436dn-i6qkm-m6c2m-ll7ft-p5ysz-tuk2i-pxutx-vramn-o5upj-43v6a-7qe,0,1,0,0,0,0,0
118,3g2hv-i774b-msepq-zhpdm-n2d3w-nrelo-5fvu5-3rbh4-3zpko-z6o77-vae,0,0,0,0,0,0,0
118,srqx5-i5itt-u4rdy-jjiw4-s56gw-rtez7-tjkhl-7leq2-nzlrw-nhack-dqe,0,0,0,0,0,0,0
118,ptieh-i7hlp-2nlz7-zlrup-gbpg4-2d3sg-fy5si-6rym7-yxuxj-vbanf-sqe,0,0,0,0,0,0,0
118,5qtal-i2fxb-dyjov-cwbnn-tjnay-5za6v-mqell-ipnvj-kephe-6awfn-sae,0,1,0,0,0,0,0
118,ri6yt-i647d-jebd2-inejc-yxlsk-lzykd-qldp6-id2zy-asy6p-ihbpu-5ae,0,0,0,0,0,0,0
118,7nnex-i54ry-mraoc-f4hk3-xu4mm-ltgix-44uyj-puxc6-cyj5e-sio4o-bae,0,1,0,0,0,0,0
118,qgcnp-i5ptu-cdoew-yxuoz-3qgnq-yf5m2-6joaf-luxe5-xanvv-kaqqd-uae,0,0,0,0,0,0,0
118,hq5tp-izr7b-5hqn2-nrfmc-epgiu-imrrw-syz5t-vbwlw-7pqix-46pnq-dqe,0,2,0,0,0,0,0
118,wbidp-i6um3-l7vev-z6edd-vqu7m-bifsu-fhlj7-yv7gi-at4fj-l53pn-vae,0,0,0,0,0,0,0
118,navbx-i3kvr-xazgh-help3-nojxv-u3mx7-zurzh-fuast-y5otw-bvskh-uae,0,0,0,0,0,0,0
118,sjkt7-izrmb-7ctyb-hghhy-3a7cx-rbcac-sncgw-3kvxh-bpzlr-exvtu-uae,0,1,0,0,0,0,0
118,naouq-y5bq5-ubqg6-uklwe-2lmn3-o5vzv-n5vdh-pcxtk-bnf5e-tlcgt-sae,0,0,0,0,0,0,0
118,b5iwy-y6rsq-riejz-saqla-mtbi2-a24ld-qeyt2-p5ius-iu5hr-kj4nl-wae,0,0,0,0,0,0,0
118,pgrza-y6web-yisaw-iwak2-2mryy-2hnss-4wczb-elsjz-5r6kx-droj3-oqe,0,1,0,0,0,0,0
118,ydj3y-yy5xl-r3eiz-3ukkd-dwt2n-6qopy-p6kd4-txtlq-rm2u5-nbgur-pqe,0,0,0,0,0,0,0
118,322ye-y4odk-pasfs-lgkpe-qyw2t-ipoqh-47gtq-pupsq-c6akr-fvsrn-dqe,0,0,0,0,0,0,0
118,wiiye-y5c64-axmq7-xl5cj-yxrpa-jxuy6-lhqzw-acpwi-o6k3i-tsskz-vae,0,0,0,0,0,0,0
118,cmzam-y22xc-ito63-7t65c-ciye4-qf66v-nui2o-hpnmz-qvnpc-4nxmk-iqe,0,1,0,0,0,0,0
118,iiuc4-y5frl-rhd5w-bfdcx-wb2yh-dkzid-4pzlx-lj2vs-7qxeb-4rda7-mae,0,0,0,0,0,0,0
118,2cinm-y3cm2-p4fj4-qxd7a-tqidw-eugfd-s4iwz-pw5lq-wba4l-v66a3-5ae,0,0,0,0,0,0,0
118,noaqc-y2tx7-arsnl-sma5w-nzss7-xnl4s-otmj7-gtfth-4dmcg-rl2vs-7qe,0,3,0,0,0,0,0
118,an5xc-y3v3j-p2pnu-rjkuy-4rem4-re3kk-w4whv-2dmng-qinth-f6awd-fqe,0,1,0,0,0,0,0
118,oxthk-y7xgc-ht2lq-rg2pa-issix-dvkot-sr4ku-co4y7-bmr5t-ck2nc-eqe,0,1,0,0,0,0,0
118,zo3rk-y4ss7-nkcg4-l5ucz-uygja-gysoq-awbam-53zr3-tvilx-4n72s-vae,0,2,0,0,0,0,0
118,rl4ls-y7r4f-6hjph-cw2kx-ymdau-ylyc6-37qlo-welgq-x32ag-jimip-dqe,0,0,0,0,0,0,0
118,44kkg-y2xwv-nr7xk-tewg2-jqg6e-by44y-4waa5-4xu2j-d7uz4-5byqs-3ae,0,0,0,0,0,0,0
118,xue6w-y427b-j2ygw-tbduo-daj2n-s3brb-kpqql-wusyk-4o4ls-ihd2g-uae,0,1,0,0,0,0,0
118,bfruw-y7e3r-fnh65-kruge-c6gl2-pyqgz-ogite-nhnmw-7m2gi-e6rfq-kae,0,0,0,0,0,0,0
118,4aqww-y52xm-vn4d4-o446x-xxen7-2fgdd-jl7cr-exnap-cvt6r-vjkhi-aae,0,0,0,0,0,0,0
118,vcpsw-y4bqx-c674e-nm6qs-4d7ze-qnsrf-7snxs-zvknc-cahjf-jwkwg-uqe,0,0,0,0,0,0,0
118,ql4ng-y5eal-4xf3p-mlgva-s6m4i-r6opi-umini-yrg2k-bzpoe-ibdor-gqe,0,0,0,0,0,0,0
118,62w5w-yz257-wgupk-nwivf-fowdi-utew7-uylej-agq2f-kxian-nyq2x-uqe,0,1,0,0,0,0,0
118,vf2qo-y74sm-gyfnc-bmcyy-d7gr4-2ehhb-qw2yt-nxpgj-qo24o-e3ui3-xae,0,0,0,0,0,0,0
118,smb6o-y5qav-mfyt6-z7e6v-gbbjr-fhbtt-5dkaa-nhxb3-lfzbf-6jo42-tae,0,0,0,0,0,0,0
118,gblh6-y4iya-bjgxc-v6inn-6y3ld-i4uh4-25x2a-qocwk-om7cy-qyxk2-aqe,0,2,0,0,0,0,0
118,4wk56-y46pw-2gm3x-c3vse-pe6og-amwwu-6rzkz-j775u-dmfkm-zrmk4-aqe,0,0,0,0,0,0,0
118,u2ugb-y3luw-xgn2g-x44mc-cnrav-6kecj-4e5k6-k7sxn-tnomb-ku2ey-lae,0,0,0,0,0,0,0
118,37tsf-y52u5-v2f3k-p4ptu-jzwcx-ue526-kjrcj-waroy-emvfa-ioxhg-iae,0,0,0,0,0,0,0
118,65hmj-y26cp-v3im5-7tpt4-vjeua-skcno-4z3vl-mujps-nomet-5kwop-gqe,0,2,0,0,0,0,0
118,4i7g5-y7a6y-pww6v-whtfx-rodpp-3e56b-eopsd-c3lgg-de73e-4r3is-uae,0,0,0,0,0,0,0
118,xjfnb-y65ev-nz476-sjkqg-pb74f-hphkg-t7vpt-wuans-qksmf-r7cdg-xae,0,1,0,0,0,0,0
