Token,Time,Seller,Buyer,Price
62u3t-nakor-uwiaa-aaaaa-cmaca-uaqca-aaa7s-q,1_645_058_761_897_493_048,ksdqv-gorql-iajrx-4af2z-ebifz-7lqyx-ixbht-r7u47-ybtfg-rqpda-hqe,769246afc55b385730fbd4d3f8bafc40445c5bda6394f665ea1d28a29ef551d2,250_000_000
dvhoy-lqkor-uwiaa-aaaaa-cmaca-uaqca-aaaek-q,1_645_058_791_332_578_294,hez7o-hpj4i-7wrh6-vdvll-jt42b-inbkg-ibboh-5ccj2-bdrv7-2vd7t-dae,19daa5f947ee8f3ca641c2b114ef905a70f4382e8ea573f72973cfd1a0c881dd,250_000_000
ngay7-sakor-uwiaa-aaaaa-cmaca-uaqca-aabqv-q,1_645_058_830_325_167_898,v6gkq-umkrq-45qez-a5lz5-tklaj-wtm3o-mgs4d-mgaai-mz2e7-2rprd-yqe,19daa5f947ee8f3ca641c2b114ef905a70f4382e8ea573f72973cfd1a0c881dd,250_000_000
dcqlk-xakor-uwiaa-aaaaa-cmaca-uaqca-aaap7-a,1_645_058_832_117_754_572,ipkj6-rtglx-4n6w6-otv2y-hvpr4-r62un-lrkb5-sf4p6-55zpl-yjfu5-hqe,769246afc55b385730fbd4d3f8bafc40445c5bda6394f665ea1d28a29ef551d2,269_000_000
xjpm2-7ykor-uwiaa-aaaaa-cmaca-uaqca-aaabt-q,1_645_060_582_624_629_133,ymemh-hulbl-5ldkt-hxdfr-xknqc-zq2pn-vgnr4-lp4db-kkjg4-56w2o-rae,8ce3fc01834f0d0850e3bda320cd6988e2553bfaeba2da756e12f73ee3ef65e8,300_000_000
mgjah-gikor-uwiaa-aaaaa-cmaca-uaqca-aaahn-q,1_645_068_094_338_299_793,3k2xb-iu6kl-h2hlp-vom5v-gp7bp-tfnel-a3baf-esbf6-imgam-j3ikl-wae,5f4c619dc8981c9578f9a0101695ddb242174e64f0ae327c4759cbe2cbac7dfd,200_000_000
tgd2v-qakor-uwiaa-aaaaa-cmaca-uaqca-aaaci-a,1_645_084_096_906_020_054,dn2gx-kgvli-ndw7l-agejz-yer3s-es3lu-n37bf-lbmes-e6kuq-q25dh-oae,f9fe0a1b7d8423d0b188dbc0283140404ea0ffe892b005bd5ed83d54e7a3bd72,200_000_000
bfh3a-yikor-uwiaa-aaaaa-cmaca-uaqca-aaaee-q,1_645_088_821_504_437_876,codfq-ojhve-6dzwp-azas3-z6zlg-mb72l-iorsj-3xp5c-ldtcb-t55je-jae,eaf19248d3934d61e094ddb83dbd9f42908754177903167741ec89bc4265291c,250_000_000
vyqsa-takor-uwiaa-aaaaa-cmaca-uaqca-aabxd-a,1_645_088_989_121_720_052,o2med-5b7fh-lk6nm-kv56i-cd2kh-udv4n-enxzq-ccbfy-vvcpu-33eka-dqe,07b1b5f1f023eaa457a6d63fe00cea8cae5c943461350de455cb2d1f3dec8992,120_000_000
qznei-2qkor-uwiaa-aaaaa-cmaca-uaqca-aaarn-a,1_645_091_493_754_837_183,eyyv4-kfjyp-uvmvk-ey72g-if655-wshnz-rbxiv-gne7b-gz5hq-jav4w-7qe,1ec6d62335be5b6b9161a55e7e9b29f71b374129f1c4277efd25fbb728414333,270_000_000
zuuzo-hikor-uwiaa-aaaaa-cmaca-uaqca-aaaxu-q,1_645_091_552_600_717_346,uwo3g-gbe3l-bdwze-yqi66-am2jz-xdauz-qarrl-stcwr-iwqsq-c557k-qqe,1ec6d62335be5b6b9161a55e7e9b29f71b374129f1c4277efd25fbb728414333,299_000_000
omrio-dikor-uwiaa-aaaaa-cmaca-uaqca-aaawn-q,1_645_094_473_926_323_742,4anlf-tkkcy-kppi7-gt5e7-o4k7m-wh562-khqc6-2ifvb-qlels-q5eaj-tqe,1849827c3298e51e79a888f1b2022fd4084e841701080915716cc232f63b768d,275_000_000
mwtsx-3ikor-uwiaa-aaaaa-cmaca-uaqca-aaany-q,1_645_094_602_313_145_022,fcudh-eszq5-jm6fq-y7ac6-xrwwp-zwiss-gzfl2-y6pmq-d7ir2-4rb5m-kqe,1849827c3298e51e79a888f1b2022fd4084e841701080915716cc232f63b768d,298_000_000
pifk7-mykor-uwiaa-aaaaa-cmaca-uaqca-aaai2-a,1_645_094_655_030_154_087,a5auw-x3jn3-6hzoj-3ed6x-nark3-nx4nf-jnz37-3nais-g4rrg-6zrym-pae,1849827c3298e51e79a888f1b2022fd4084e841701080915716cc232f63b768d,300_000_000
turd3-kikor-uwiaa-aaaaa-cmaca-uaqca-aabwv-q,1_645_094_844_104_728_412,znztq-skfqu-6z5zp-zhfeg-ipne5-t6kv6-qsisf-ptwts-vuy4n-tcf4c-rqe,1849827c3298e51e79a888f1b2022fd4084e841701080915716cc232f63b768d,300_000_000
2mxqr-mikor-uwiaa-aaaaa-cmaca-uaqca-aaafr-a,1_645_095_166_198_688_508,3k2xb-iu6kl-h2hlp-vom5v-gp7bp-tfnel-a3baf-esbf6-imgam-j3ikl-wae,5f4c619dc8981c9578f9a0101695ddb242174e64f0ae327c4759cbe2cbac7dfd,200_000_000
2kbx5-bykor-uwiaa-aaaaa-cmaca-uaqca-aaac2-q,1_645_098_633_720_482_218,aixz3-gqrmf-3pgtt-dg6tp-ourpc-7vmlj-jia7t-qvxqv-bwpmv-mug5u-zqe,15f742473c793cd219bfe3291dcc3cc3d6050084ce7f101b523c191cebf22bbf,275_000_000
jr7oe-5ikor-uwiaa-aaaaa-cmaca-uaqca-aaame-a,1_645_104_542_975_903_521,7ywyf-2uzif-he3y4-cuqbq-w4oms-flpe2-itz3v-khphb-jehfw-4h2mm-tae,cdf3277dcfd7beb5fe8cfa54f50885fb9bf59ef26774ad4e59ed6276bdba203e,270_000_000
uccbs-aqkor-uwiaa-aaaaa-cmaca-uaqca-aaabz-q,1_645_105_976_676_791_564,bilbf-2gqan-hiawy-ndxdp-lzeyk-7ustr-6oxe4-4zudh-xesb3-vcs25-mae,2118bd3089b0d1a0debac1f7753b929a1d1e797f0dd19d94e9edda609d816ba3,280_000_000
carym-eakor-uwiaa-aaaaa-cmaca-uaqca-aaagp-q,1_645_108_047_455_045_637,3aozf-symt7-kefw6-pjnwn-wh2lx-g7py6-mef6p-y47vm-zhjfn-tauki-4qe,744d1d093a99e7240a7b19e436f4847f68573865bc01809936293e3a8b2d064d,250_000_000
secjt-dakor-uwiaa-aaaaa-cmaca-uaqca-aaaly-q,1_645_108_080_483_948_509,wnhyn-6ddt3-uvxxn-iwu4h-sc5om-bnz4t-romzs-yzqdg-fzlmv-kedhy-2ae,744d1d093a99e7240a7b19e436f4847f68573865bc01809936293e3a8b2d064d,250_000_000
t2nai-likor-uwiaa-aaaaa-cmaca-uaqca-aaaun-q,1_645_108_130_994_579_330,b7uzp-e5t44-qrrfq-vortf-vqeqw-kruur-tpg6e-dvpcu-zbd2f-3njmo-2ae,744d1d093a99e7240a7b19e436f4847f68573865bc01809936293e3a8b2d064d,277_000_000
ubvbo-yykor-uwiaa-aaaaa-cmaca-uaqca-aaajp-q,1_645_108_168_788_028_239,ti7tn-kqk4e-dq2ho-ew6er-raezj-ygdfw-ok535-sdzv5-3azrv-3kude-xqe,744d1d093a99e7240a7b19e436f4847f68573865bc01809936293e3a8b2d064d,268_800_000
tiyur-takor-uwiaa-aaaaa-cmaca-uaqca-aaaaj-a,1_645_113_589_925_301_106,bypbp-qj6ji-ywvm2-4bu7z-fa3u7-jvwat-fjv6h-rahww-cfi4e-h5u3e-zqe,45880cecfbc782cd9939e666e6478d8225c6999ca185c5ae91132c5aa5071d1c,300_000_000
onjo3-6ikor-uwiaa-aaaaa-cmaca-uaqca-aaaak-a,1_645_115_015_136_262_438,3fwl3-wd2fw-l2hog-fwwjb-ksmek-whoj3-htzoc-6dpwu-5hasb-k2lwz-6qe,45880cecfbc782cd9939e666e6478d8225c6999ca185c5ae91132c5aa5071d1c,299_990_000
ay4e4-zikor-uwiaa-aaaaa-cmaca-uaqca-aaadl-a,1_645_119_194_914_446_969,tp7sh-eo3tj-gycd4-hbkcc-zlwkr-mq55g-c6et3-bzzed-h3cjc-dzmkh-gqe,fd62774b4d8fafad8a77b16c59fd78fb35f8b75e63c53b54877c66d0cf5ab6e4,300_000_000
e6glv-uakor-uwiaa-aaaaa-cmaca-uaqca-aaadr-a,1_645_133_984_339_636_677,ozkyy-7xikq-m7gae-d5mss-slfec-pr5hs-hpjlt-shhfk-yjhnl-5xsao-zae,979ff6f153d679b81558c5a0aa1c4acf35b311e83dc0641f066dc7020beca17d,280_000_000
ci4re-kqkor-uwiaa-aaaaa-cmaca-uaqca-aaadf-a,1_645_134_234_888_407_589,olmni-w7kyp-kts4y-gpb7z-ulhf6-lf6wy-4lzpn-kyo4f-m557z-cmriv-dae,979ff6f153d679b81558c5a0aa1c4acf35b311e83dc0641f066dc7020beca17d,300_000_000
it2go-5ikor-uwiaa-aaaaa-cmaca-uaqca-aabvb-a,1_645_162_381_078_111_627,24fb2-3eznt-jxas5-qu2kf-7h3c2-6rdmk-goagg-cwsth-b6t2x-a2gmv-tqe,59851c5fdc4e478add558604e37b0b0dc1babda4007eae00a28b35057334519d,200_000_000
ijbne-2qkor-uwiaa-aaaaa-cmaca-uaqca-aabud-q,1_645_170_611_770_739_918,ujqmt-nppx7-qgtgi-b7mrk-km7rh-bkdzf-x2k4q-qdblb-26fx7-utuun-lae,44bf7445f14a3341ab0c3e401d0e7d3bdea29e04045a3c50435478465cfc86b8,300_000_000
mvesl-dakor-uwiaa-aaaaa-cmaca-uaqca-aaafo-q,1_645_172_765_229_401_757,d42af-pwlue-kcyu2-dsxem-hs42h-kpr2k-dvcxj-zxlwt-3kzrw-l76ud-hae,08ed3248833f71dbfb55f7b85c2c0a8de41ddaa2bc5744dbcbd84573233c6bdf,289_000_000
pkox2-2qkor-uwiaa-aaaaa-cmaca-uaqca-aabg6-a,1_645_173_595_783_263_972,h35k3-qapnt-cvruq-g4lka-np533-bpzmw-xcfcm-crxrk-m2lv2-avr3m-iae,b3c53bcb6f4e22cc298b95f6b5f3a38045a48f6f48729384a42826e3b74a2cc9,290_000_000
kfpcb-sakor-uwiaa-aaaaa-cmaca-uaqca-aabci-a,1_645_173_677_943_860_860,5qx44-f2bjq-reh3x-krg4f-frwwe-2hm25-mm2rw-wtdd6-6dvb2-ejegr-zqe,b3c53bcb6f4e22cc298b95f6b5f3a38045a48f6f48729384a42826e3b74a2cc9,300_000_000
ry3xs-rykor-uwiaa-aaaaa-cmaca-uaqca-aaaql-q,1_645_173_736_304_866_485,z3t43-dhvbs-cbegi-f6doz-65yef-3ir3a-523cu-7ryou-6yi7n-p6aax-7qe,b3c53bcb6f4e22cc298b95f6b5f3a38045a48f6f48729384a42826e3b74a2cc9,300_000_000
zrwif-dqkor-uwiaa-aaaaa-cmaca-uaqca-aaaif-q,1_645_173_798_258_237_723,bsoal-uuo5i-wiqdn-gnjoh-tx7cz-qcwxv-bcwbp-g42eh-5gmvs-d6pne-xae,b3c53bcb6f4e22cc298b95f6b5f3a38045a48f6f48729384a42826e3b74a2cc9,300_000_000
xa2dh-mikor-uwiaa-aaaaa-cmaca-uaqca-aaas6-q,1_645_173_857_929_740_796,ofqic-7jliu-oieyt-r66ox-am2eg-mwcof-5zfcm-h6ad5-3umz5-zeq27-hqe,b3c53bcb6f4e22cc298b95f6b5f3a38045a48f6f48729384a42826e3b74a2cc9,300_000_000
i5gf5-4ikor-uwiaa-aaaaa-cmaca-uaqca-aaaxz-a,1_645_175_206_133_633_385,24q4o-pdrmq-7q5m7-iy75q-pmik6-ledmo-tufg6-fache-w7t2d-shvdn-nqe,08ed3248833f71dbfb55f7b85c2c0a8de41ddaa2bc5744dbcbd84573233c6bdf,299_000_000
55oin-fakor-uwiaa-aaaaa-cmaca-uaqca-aaate-q,1_645_178_072_105_548_868,baqus-kd3bv-bo6p4-qpgys-jejbq-3f6uj-d2zbm-ilwxz-4c2w7-vjhhu-vae,44bf7445f14a3341ab0c3e401d0e7d3bdea29e04045a3c50435478465cfc86b8,294_000_000
yhx6n-uikor-uwiaa-aaaaa-cmaca-uaqca-aaacw-q,1_645_178_188_183_061_945,chpgb-4nquj-b76k4-v6dbj-znr42-lr2ua-xhkx2-yebkb-youpt-54npm-pqe,fca5e441bc3d5969b5282c8d0c7f440512de7f70b7a6fd78e6ee150b5b18d951,500_000_000
223fn-4ykor-uwiaa-aaaaa-cmaca-uaqca-aaaip-q,1_645_179_647_543_580_730,te54r-uffbf-fry62-i7ezt-ra6bo-wtpky-jvqug-6tzlz-qyrwj-nhj6r-7ae,d49012ccd3ff7b0e3efc6137b5342cf7e59095ed2c7703a57605b37669dc019c,280_000_000
ic774-7ikor-uwiaa-aaaaa-cmaca-uaqca-aaajk-q,1_645_179_755_472_717_134,xvwvu-3zy2j-jdw5v-nferg-rcl6a-3vj7q-vr4dc-3tbu3-wq6ao-yqd4u-tqe,d49012ccd3ff7b0e3efc6137b5342cf7e59095ed2c7703a57605b37669dc019c,320_000_000
uqqy4-2ykor-uwiaa-aaaaa-cmaca-uaqca-aabve-a,1_645_186_826_239_700_034,dx6gb-7ksyn-tawid-s2phg-3wns3-pxzft-beqxx-pk6gu-q6o7b-cdwlp-yae,c65afd8de01c08ad61d5c237090716f07cb87189b81b7599fd5d4cbba054846d,277_700_000
7o2ls-7qkor-uwiaa-aaaaa-cmaca-uaqca-aaalq-a,1_645_192_184_077_919_098,iovyr-7d7xb-5fdjq-yi4ay-6o442-h4zox-2a6qw-tkpxr-vtnvp-lpxly-cae,14050c6b6181d0952a5db8cc09335cf0e7e8d55d49729dc4cce4db5cc433ac7a,277_900_000
igfic-gqkor-uwiaa-aaaaa-cmaca-uaqca-aaaa4-a,1_645_192_368_149_885_209,jgtzo-66opw-ge5t7-i4umz-qmnfa-h2ai7-vkubx-tlbyw-77nkv-dxtgr-7ae,14050c6b6181d0952a5db8cc09335cf0e7e8d55d49729dc4cce4db5cc433ac7a,300_000_000
xitrd-rykor-uwiaa-aaaaa-cmaca-uaqca-aabhb-q,1_645_192_457_201_950_717,jvn6j-3r3m5-tka4a-mkxno-vpxu2-6luzv-jjdlh-i73lu-c2xst-bcgkg-jae,14050c6b6181d0952a5db8cc09335cf0e7e8d55d49729dc4cce4db5cc433ac7a,543_000_000
gpzvp-yykor-uwiaa-aaaaa-cmaca-uaqca-aabvb-q,1_645_192_508_609_979_616,apknp-bmzxa-sz2qp-yiwi3-gndun-l675g-juphx-issxu-eh3qq-65w5j-qqe,14050c6b6181d0952a5db8cc09335cf0e7e8d55d49729dc4cce4db5cc433ac7a,555_000_000
zt6d3-eykor-uwiaa-aaaaa-cmaca-uaqca-aabwn-a,1_645_193_615_710_078_153,5kvat-jqte2-5gbuu-k43nw-sc3sr-rrnm4-43ull-svamw-53zub-nsupw-qae,14050c6b6181d0952a5db8cc09335cf0e7e8d55d49729dc4cce4db5cc433ac7a,500_000_000
6netw-tqkor-uwiaa-aaaaa-cmaca-uaqca-aabu6-a,1_645_195_626_027_902_825,dx6gb-7ksyn-tawid-s2phg-3wns3-pxzft-beqxx-pk6gu-q6o7b-cdwlp-yae,f83d4006433502aa1e49b87cc4d455f23a15c4cd48cee870e3adcaa3cb7a3c91,277_800_000
t44kt-eykor-uwiaa-aaaaa-cmaca-uaqca-aabt7-a,1_645_198_635_492_177_257,mzfxn-dn5q5-7apb2-owirv-gxywg-5jhs5-2btyy-4w547-lgq7z-gf77w-iae,59f16a42d6ac8c9bbdc0459a282f916285fba1e64e6cd49d0e8c2ada756df8e4,278_900_000
aigwm-eikor-uwiaa-aaaaa-cmaca-uaqca-aaaj6-a,1_645_198_709_759_068_912,nufgd-d6l2s-cz7nz-fbtyx-ehyin-zrg2y-zjc3m-ai5jz-w5jrb-qrdc6-tqe,59f16a42d6ac8c9bbdc0459a282f916285fba1e64e6cd49d0e8c2ada756df8e4,295_000_000
haqt5-dqkor-uwiaa-aaaaa-cmaca-uaqca-aaagt-q,1_645_206_684_392_712_652,btzcz-mjco2-zlpcl-ozgm5-eh2vt-bezxg-s5wgm-gnosf-6hmlm-zcfby-tqe,5207daa6bab0944e7568e2e89cbe415a97a454af6bef9c87494b7aa79e8887fd,280_000_000
t2owt-2ikor-uwiaa-aaaaa-cmaca-uaqca-aaaeb-a,1_645_242_730_668_025_627,pnrnq-kekx3-eeq2v-ko67i-csupq-wepbn-xlgi3-arqzz-ha2hc-kgylb-dqe,6e19df3d6cbdae39ada3bade8d57adc131ab1272982010eb6a37676407ed6e6b,289_000_000
erfde-kakor-uwiaa-aaaaa-cmaca-uaqca-aaaxx-q,1_645_243_579_811_601_606,lu44a-gjest-zhmcs-s6dqa-lz3k6-5fnsp-myk73-hnmlj-yxk76-vx6gr-xqe,6e19df3d6cbdae39ada3bade8d57adc131ab1272982010eb6a37676407ed6e6b,300_000_000
p55je-vakor-uwiaa-aaaaa-cmaca-uaqca-aaa56-a,1_645_243_835_533_122_061,2di3r-e2yzk-wstra-wrqxz-qvbab-mibxf-wptkl-jixgh-rabpa-z7lnb-iqe,6e19df3d6cbdae39ada3bade8d57adc131ab1272982010eb6a37676407ed6e6b,400_000_000
3ccl2-zakor-uwiaa-aaaaa-cmaca-uaqca-aaaqr-a,1_645_246_231_924_853_262,qnruv-mnran-dpma6-fxipg-2oqty-6lzui-evwli-ox6yq-e44cf-msipf-vqe,12f09926a1baf3ce852a1fa7046d19cbb1df5fd417950ee30cb676e0ad5dddb2,488_000_000
qmvht-dikor-uwiaa-aaaaa-cmaca-uaqca-aaaej-a,1_645_247_704_642_853_924,4yava-wuzrg-5wczy-fmjwo-fopw6-ny4m6-ywv42-jc52v-zqpmg-gswaq-7ae,cc012d54b1ffe462e9178f8f2a5dc858d8c2f8a1e0453cb7770b7faebb573bc5,290_000_000
wpqto-gakor-uwiaa-aaaaa-cmaca-uaqca-aabra-a,1_645_249_803_683_204_699,jcfjx-c3cgq-hgw6u-j76y6-2jt6e-5qa6y-7jsf3-5mamj-m754w-tbxlj-uqe,537852b6d0a24aad942f047111d7dc677869cfe7eb2f129a07c1fb4418067686,314_159_265
d37wh-zqkor-uwiaa-aaaaa-cmaca-uaqca-aaawh-a,1_645_266_615_218_599_305,ybuei-26bsf-f3tyj-4uyhw-hku67-xc23a-wqqkd-5avup-kqbjg-uzg2u-pae,fb7f1a2fb6cd8b6febe6e08bd065823c335cde75177c58698c6a3820b9a4d843,300_000_000
h5fzo-uykor-uwiaa-aaaaa-cmaca-uaqca-aaaw5-a,1_645_266_712_741_668_494,2v6qy-p6hjs-yb5mg-ffcx7-swjrj-7a2iq-fidbv-7x3ey-eyeyz-tuwsb-vqe,fb7f1a2fb6cd8b6febe6e08bd065823c335cde75177c58698c6a3820b9a4d843,300_000_000
misod-fikor-uwiaa-aaaaa-cmaca-uaqca-aaafm-q,1_645_271_565_004_845_094,fioii-gv5el-zpljn-6ojdm-ttxqz-hr2kj-7q3rh-62r7w-urjvm-i45vn-zqe,d49012ccd3ff7b0e3efc6137b5342cf7e59095ed2c7703a57605b37669dc019c,290_000_000
d37wh-zqkor-uwiaa-aaaaa-cmaca-uaqca-aaawh-a,1_645_272_181_289_295_715,ik7t7-7nh7y-4n747-ltfds-oc7rh-5rksc-4wjb3-qg4nt-fvbsl-qwra6-5qe,d49012ccd3ff7b0e3efc6137b5342cf7e59095ed2c7703a57605b37669dc019c,289_000_000
z4zqg-jykor-uwiaa-aaaaa-cmaca-uaqca-aaas6-a,1_645_272_243_040_767_920,3b44x-mxqja-kp2xt-2p5rs-pjll5-h3oij-xz3ho-rzzc2-x46rg-2fwp5-lae,d49012ccd3ff7b0e3efc6137b5342cf7e59095ed2c7703a57605b37669dc019c,290_000_000
bgtnh-rakor-uwiaa-aaaaa-cmaca-uaqca-aaa46-a,1_645_279_490_188_709_761,x42w5-n2g5v-nijeb-edwbr-lgnt3-rjqjl-tdxd2-wehgx-b7x6s-ai2x7-pae,eaf19248d3934d61e094ddb83dbd9f42908754177903167741ec89bc4265291c,300_000_000
h5fzo-uykor-uwiaa-aaaaa-cmaca-uaqca-aaaw5-a,1_645_288_258_662_140_479,ik7t7-7nh7y-4n747-ltfds-oc7rh-5rksc-4wjb3-qg4nt-fvbsl-qwra6-5qe,cc012d54b1ffe462e9178f8f2a5dc858d8c2f8a1e0453cb7770b7faebb573bc5,288_000_000
qwn2c-vqkor-uwiaa-aaaaa-cmaca-uaqca-aaavh-a,1_645_289_636_727_172_255,avtok-xsbxl-jr4ew-vqigx-oolid-26jg7-i6zln-ufxc7-sumpq-wsdla-yqe,7a10a4d3da8081f7234845ed153cdb477e10bd6294cd74bc75b04399c123d99e,300_000_000
i42ye-sikor-uwiaa-aaaaa-cmaca-uaqca-aabrl-a,1_645_292_870_106_602_285,ztnja-xboxi-z2anp-myycr-lrugh-rqk4s-qykd7-h7b2a-a2nvt-6eyjw-7ae,fca5e441bc3d5969b5282c8d0c7f440512de7f70b7a6fd78e6ee150b5b18d951,300_000_000
u4d5g-6qkor-uwiaa-aaaaa-cmaca-uaqca-aaajn-q,1_645_293_352_263_194_097,fsj63-kpk2f-zkeuy-6umxf-lqgqy-2bmqm-cprx3-lbkhn-f3gix-zr2w5-lae,5b190b68e5cd310d13a4bbe94b40a3cc7e3a64abf49628a8113dc432020e736b,300_000_000
ucfmf-cqkor-uwiaa-aaaaa-cmaca-uaqca-aabba-q,1_645_293_680_178_466_998,acgtj-p4krr-ao6mh-xrjoq-rhwp5-ij52u-hw5qt-mfxdg-svm6u-qzmbx-cqe,5b190b68e5cd310d13a4bbe94b40a3cc7e3a64abf49628a8113dc432020e736b,330_000_000
xwvaa-nykor-uwiaa-aaaaa-cmaca-uaqca-aaapm-q,1_645_294_670_734_244_100,hzv2y-dqjhg-5uwec-4hgs4-iss7f-ov6sh-pbrag-uiplr-itltj-k4tn3-iae,471efeb26b914b2687d25348081a033137f8fdc3f41ae20e381ec69cc75c3ea3,290_000_000
aaij7-3ykor-uwiaa-aaaaa-cmaca-uaqca-aaa4y-a,1_645_300_506_136_583_650,isqej-kxntc-h36yo-p3p4s-lbt5h-bxaju-kjsw6-bmrql-t54af-ks3w2-2qe,d3f60090e0fce18135c48974f0300f2baac559c5325a31069f16164f9a5dca83,300_000_000
5vh2j-yqkor-uwiaa-aaaaa-cmaca-uaqca-aabg3-q,1_645_306_339_206_808_576,v4xxs-ry2us-6jhpu-vhint-bwe36-gzets-oxykl-mny4n-7bq27-kbwqd-zae,206ebc76eb9299a704eede055b15d32b74ee2ed41341d75961c4367888e7973a,300_000_000
3fmkd-jqkor-uwiaa-aaaaa-cmaca-uaqca-aaab5-a,1_645_325_442_863_010_139,kywdu-zveoi-hg7nj-t5tc7-nrlhe-b2dpq-d6l6r-rzwrk-rqeu6-i25oy-5ae,7e6c6c188cac1bee498a70b0baf1eef42484abf37cf1ab25c17107d135b80fb7,200_000_000
lci3a-wykor-uwiaa-aaaaa-cmaca-uaqca-aaae4-a,1_645_345_488_458_067_049,fyx4c-lrnli-vxnez-3nzwh-gfr2p-rxvkg-p4k7s-jhrgw-yfxna-jqomh-qqe,1e1e8980cf256afecabf64bbdf37b8086d2ca8f5dd89bf635f6136513aa298e9,280_000_000
rlvtf-fqkor-uwiaa-aaaaa-cmaca-uaqca-aaace-a,1_645_348_274_140_341_701,6jcjl-ouwea-h2qio-pvinq-nxtwm-gosxk-fttfm-2e2ws-mqrso-b2h66-sqe,f6f3993d6989dc82f752d42b0c5c4dcf1eb4ac4d8d50adcfe8b7c8bb75bb7156,260_000_000
odsa7-5ikor-uwiaa-aaaaa-cmaca-uaqca-aaacl-a,1_645_354_418_245_346_640,gtyvd-755gn-km42i-qrom5-y6szu-dbpzo-6fyah-xhf7a-bdive-xfgid-qqe,c70188c5279e8ff4073e09c301579c420b1c87f80ce4548504fa484c01d18bc4,250_000_000
tvoiz-vikor-uwiaa-aaaaa-cmaca-uaqca-aaaal-a,1_645_354_493_764_049_888,d7r2c-3mhpp-fm3np-hcgp2-e4khb-nzo2b-3vivp-uogks-jvvqc-65xdl-xqe,c70188c5279e8ff4073e09c301579c420b1c87f80ce4548504fa484c01d18bc4,270_000_000
jbf4u-aikor-uwiaa-aaaaa-cmaca-uaqca-aaagr-a,1_645_355_663_838_709_515,z276n-6pfox-cguy6-z7hvi-clw4f-lbrtp-neszp-tb5fp-7qprh-u3wl5-4qe,5f4c619dc8981c9578f9a0101695ddb242174e64f0ae327c4759cbe2cbac7dfd,250_000_000
lijc2-makor-uwiaa-aaaaa-cmaca-uaqca-aaapl-q,1_645_355_724_086_906_648,z276n-6pfox-cguy6-z7hvi-clw4f-lbrtp-neszp-tb5fp-7qprh-u3wl5-4qe,5f4c619dc8981c9578f9a0101695ddb242174e64f0ae327c4759cbe2cbac7dfd,254_999_999
5hvdh-cykor-uwiaa-aaaaa-cmaca-uaqca-aaasg-a,1_645_356_960_719_435_593,3io4w-hm426-expck-wbgqe-y4y22-q7sod-byvyk-yssva-ikmv2-mp2ke-4qe,0ea3e5f14fdd6d02c287f2d0e61bb62cc1beab738d8da12586ac016335d28063,300_000_000
b3frp-xikor-uwiaa-aaaaa-cmaca-uaqca-aaa44-a,1_645_357_355_271_197_244,f657i-ugdys-grfqx-lf2si-3kx72-raisw-xqtsy-nj6o2-6pt3l-be4qn-7ae,0ea3e5f14fdd6d02c287f2d0e61bb62cc1beab738d8da12586ac016335d28063,280_000_000
3fmkd-jqkor-uwiaa-aaaaa-cmaca-uaqca-aaab5-a,1_645_361_132_890_766_499,4anlf-tkkcy-kppi7-gt5e7-o4k7m-wh562-khqc6-2ifvb-qlels-q5eaj-tqe,43792d05b48667d28e7eaa772b1158e172a41c695179e81d828920dd93714aec,275_000_000
x5m7p-kakor-uwiaa-aaaaa-cmaca-uaqca-aaas4-q,1_645_363_338_197_885_746,sibhv-imomg-xiviq-e2ht2-i2m2d-zzywx-2nqyk-vtrv6-3vhsu-wdno2-dae,4f9498d627abaa48fc5e313463655fdd77aa8acd2eceeb43b040bcdaf22f484d,280_000_000
it65c-oikor-uwiaa-aaaaa-cmaca-uaqca-aaafu-q,1_645_371_874_396_345_946,qdrjx-dqlgo-p3jn7-jafyp-k4xdf-pfqui-hh2fw-6s273-enenz-mfidv-vae,7f5773075699fc6a72b56e8d371d9097c118553044cd870dacec564ee834d753,290_000_000
disel-4ykor-uwiaa-aaaaa-cmaca-uaqca-aaaue-a,1_645_371_931_071_571_137,d3toj-sc4zy-mwf27-4sdz6-ghyaf-cg5ji-nq5ew-2hicw-gn5co-yjibh-sqe,7f5773075699fc6a72b56e8d371d9097c118553044cd870dacec564ee834d753,296_513_400
lci3a-wykor-uwiaa-aaaaa-cmaca-uaqca-aaae4-a,1_645_374_812_290_451_067,wcpb3-6lbeo-zqnha-g2oap-jaury-ldcbj-bvnyx-memmc-jdtxe-b2eoe-hae,975ffce75cf0d50b412b282158d069506a229544c8ff2d6ff2e3663379fb1bfe,284_900_000
2mxqr-mikor-uwiaa-aaaaa-cmaca-uaqca-aaafr-a,1_645_378_045_698_512_823,364px-5l3w4-h6yla-qt7ie-7ajcd-xd2jo-zuujp-rewdh-dhxit-e5eyg-fae,cc012d54b1ffe462e9178f8f2a5dc858d8c2f8a1e0453cb7770b7faebb573bc5,295_000_000
s7csx-iykor-uwiaa-aaaaa-cmaca-uaqca-aaamr-a,1_645_379_198_752_532_455,d2clr-d7vvg-jkn6z-r2uwg-dzrol-swlul-esrb4-47p6c-xlrj3-nnjom-yqe,462939a5d55ec4d8afbe63dd00723c16f5a509d388d2724f0ce0d2d6c5d8b38f,298_000_000
